track_id,has_scene,road_file_count,road_point_count_total,checkpoint_count_total,heightmap_count,object_count,fluid_count,base_track,sky_material,road_materials,pipe_materials,wall_materials,has_pipe_signals,has_stunt_signals,complexity_score,category_guess,has_gallery_preview,has_preview_view,has_preview_road,has_preview_terrain,has_road_density_png,terrain_surfaces,ini_num,ini_scenery,ini_objects,ini_obstacles,ini_fluids,ini_bumps,ini_jumps,ini_loops,ini_pipes,ini_banked,ini_frenzy,ini_underwater,ini_narrow,ini_longn,ini_diff,ini_rating,ini_time,ini_author,ini_created_ver
Jng16-MudBath,1,1,77,27,2,0,5,,sky/sunset_04_yellow,roadMud;roadJungle;roadSandDark,pipeGlass,,0,0,38.0,mixed,1,1,1,1,1,DesertMud;GrassJungle;DesertBumpy;DesertFast;Default;roadGravel,76,Jungle,0,0,5,3,2,0,0,1,0,0,2,3,4,3,138.5,CH,1.5
Jng16-MudMad,1,1,55,22,1,17,8,,sky/day_clouds_05_bright,roadJDark,pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,0,1,51.3,stunt,1,1,1,1,1,GrassForest;DesertBumpy;Rocks;Default;roadJungle,79,JungleDark,1,0,5,1,0,0,0,1,1,0,2,1,3,2,71.5,CH,1.6
Jng17-JungleCanyons,1,1,63,18,2,34,1,,sky/cloudy_04_blue,roadJungle;roadMud;roadNdirt;roadJDark,pipeAsphalt;pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,35.0,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadJungle;roadGravel,84,Jungle,1,0,1,0,1,0,0,1,1,0,0,6,2,4,199.0,Tapio,1.6
Jng18-Tiny,1,1,30,13,1,31,2,,sky/cloudy_04_white,roadJungleWet,pipeAsphalt;pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,30.5,stunt,1,1,1,1,1,GrassJungleWet;Default;roadJungleWet,88,Jungle,3,0,2,0,0,0,0,3,2,0,3,1,3,4,36.3,CH,1.7
Jng19-ShortFun,1,1,47,17,2,20,2,,sky/day_clouds_02_blue,roadJungle;roadSand,pipeAsphalt;pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,1,1,47.6,stunt,1,1,1,1,1,GrassForest;GrassJungle;Rocks;DesertFast;Default;roadJungle;roadGravel,94,Jungle,2,0,2,0,1,1,1,2,2,0,0,2,3,4,58.2,CH,1.7
Jng20-JungleMaze,1,1,184,44,2,31,2,,sky/cloudy_03_grey,roadJDarkWet;roadJungleWet;roadMudWet;roadJDarkD,pipeGlassAlien;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,1,1,63.9,stunt,1,1,1,1,1,GrassJungle;DesertBumpy;Rocks;Default;roadJungle,113,JungleDark,0,0,1,2,1,0,0,2,3,0,2,7,3,5,252.2,CH,2.0
Jng21-Paradise,1,1,96,34,2,13,1,W13-MtFog,sky/day_clouds_09,roadNdirtWet;roadJungleWet;roadJDarkD;roadStone,pipeAsphalt;pipeGlass,road_wall_Jungle,0,1,44.6,stunt,1,1,1,1,1,GrassForest;GrassJungle;Rocks;Default;roadGravel;roadForest,126,Jungle,2,0,1,1,1,0,0,1,1,0,2,7,2,5,192.0,CH,2.2
Jng22-Knotted,1,1,98,26,2,35,0,,sky/sunset_04_yellow,roadJDarkWet;roadStone;roadAsphalt;roadJDarkD,pipeGlassGreen;pipeAsphalt;pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,1,1,48.3,stunt,1,1,1,1,1,DesertBumpy;GrassJungle;Rocks;Default;roadJungle,141,JungleDark,2,0,0,0,0,0,1,2,4,0,3,3,4,3,132.0,"rubberduck,CryHam",2.2
Jng23-FollowValley,1,1,114,38,2,11,1,Jng3-Rocky,sky/day_clouds_04_blue,roadJDark;roadJDarkD,pipeGlassGreen;pipe_wall_Jungle,road_wall_JDark;pipe_wall_Jungle,1,1,58.6,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungle;roadDesert;Asphalt,189,JungleDark,1,0,1,0,0,0,1,2,3,0,1,4,2,5,152.0,"EP,CryHam",2.7
Jng24-NightJungle,1,1,52,22,2,4,1,Jng3-Rocky,sky/night_01_clear,roadJDark,pipeGlassGreen;pipe_wall_Jungle,road_wall_JDark;pipe_wall_Jungle,1,1,50.0,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungle;Asphalt,192,JungleDark,0,0,0,1,0,0,2,3,2,0,1,3,2,2,86.0,EP,2.7
Jng25-CantorJungle,1,1,234,55,2,34,1,CantorJungle,sky/day_clouds_02_blue,roadJDarkWet;roadJDarkD;roadAsphalt,pipeGlassCyan;pipeGlassGreen;pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,1,1,72.0,stunt,1,1,1,1,1,GrassForest;GrassJungle;Rocks;Default;roadJungle;roadDesert;Asphalt,199,JungleDark,0,0,1,1,3,0,2,3,3,0,1,8,3,4,255.0,"EP,CryHam",2.7
Jng26-MilkyWay,1,5,382,88,2,89,14,,sky/day_clouds_04_blue,roadJungle;roadJDark;roadSandMagic;roadNgravel;River_milky_white;River_clear_white;River_milky_cyan;River_clear_green,pipeGlassGreen;pipeGlass;pipeGlassCyan;pipeGlassYellow;pipe_wall_Jungle,road_wall_JDark;pipe_wall_Jungle;River_clear_green,1,1,128.3,stunt,1,1,1,1,1,Rocks;GrassJungle;Default;roadDesert;roadGravel,234,Jungle,1,1,5,3,1,2,2,3,3,1,3,10,5,6,571.0,"rubberduck,CryHam",2.8
Jng3-Rocky,1,1,35,14,2,29,0,,sky/day_clouds_02_blue,roadJDark,pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,0,1,28.9,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungle,9,JungleDark,3,0,0,1,0,0,0,1,2,0,2,2,2,3,52.8,CH,0.6
Jng5-Pipes,1,1,32,9,2,0,0,X3-Cloud,sky/day_clouds_04_blue,roadJDark,pipeGlassGreen;pipeGlass;pipeGlassCyan;pipeGlassBlue;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,1,1,41.8,stunt,1,1,1,1,1,GrassForest;GrassJungle;Rocks;Default;roadJungle;roadDesert,12,Jungle,0,0,0,0,0,0,3,0,2,0,1,1,3,2,30.0,CH,0.7
Jng6-Fun,1,1,115,31,2,0,2,X3-Cloud,sky/day_clouds_08,roadJungle;roadMud,pipeAsphalt;pipeGlass;pipeGlassCyan;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,1,1,58.7,stunt,1,1,1,1,1,GrassForest;GrassJungleWet;Rocks;Default;roadJungle;roadDesert,34,Jungle,0,0,0,0,1,0,2,1,2,0,1,3,3,3,109.8,CH,1.0
Jng7-Hilly,1,1,58,18,2,60,0,X3-Cloud,sky/day_clouds_03_grey,roadJungle;roadSavannah,pipeAsphalt;pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,38.9,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungle;roadDesert,37,Jungle,4,0,0,1,0,0,0,1,1,0,1,2,1,3,52.8,CH,1.1
Jng8-Round,1,1,58,19,1,0,0,,sky/day_clouds_03_grey,roadJDarkWet,pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,0,1,25.2,stunt,1,1,1,1,1,GrassForest;DesertBumpy;Rocks;Default;roadJungle;roadDesert,41,JungleDark,0,0,0,1,0,0,0,1,1,0,2,3,1,2,69.1,CH,1.1
Mar1-Infinity,1,1,69,10,3,21,0,Sav12-Infinity,sky/sunset_02_clouds,roadSavannah;roadJDarkWet,pipeGlassCrystal2Pink;pipeGlassRed;pipeGlassYellow;pipeGlassViolet;pipe_wall_Winter,pipe_wall_Winter,1,1,49.9,stunt,1,1,1,1,1,DesertFast;SnowDeep;Rocks;Default;roadGravel;roadDesert;roadJungle,49,Marble,0,1,0,0,0,1,4,3,3,0,0,4,5,5,90.3,"rubberduck,CryHam",1.1
Mar2-Momayon,1,2,610,119,2,30,4,Mos0-Momayon,sky/sunset_03_rays,roadSandMarble;roadSandMarblePink;roadMossMarble;roadSandMagicPink;River_Pink_jelly,pipeGlassCrystal2Pink;pipeAsphaltRed;pipeAsphalt;pipeMetalBlue;wallP_metal_03_red;pipeGlass,pipe_wall_Orange;wallP_metal_03_red,1,1,119.9,stunt,1,1,1,1,1,Rocks;GrassJungle;DesertFast;Default;roadGravel;roadJungle,223,Marble,0,2,3,1,4,2,2,3,3,0,1,16,4,5,701.0,rubberduck,2.8
Mar3-Plateaus,1,1,161,39,2,20,2,Mos0-Momayon,sky/sunset_01,roadSandMarblePink;roadSandMarble;roadCrystalPink;roadMagicMirrorPink,pipeGlassCrystal2Pink;pipeGlassRed;pipeAsphalt;pipeMetalBlue;pipe_wall_Winter,roadMagicMirror;pipe_wall_Winter,1,1,65.3,stunt,1,1,1,1,1,Rocks;DesertFast;Default;roadGravel;roadDesert,242,Marble,0,2,1,2,0,1,1,2,2,0,1,6,3,6,183.0,rubberduck,3.0
Mos2-Mouse,1,1,44,15,1,0,5,,sky/day_clouds_03_grey,roadMossWet,pipeAsphalt,,0,1,36.7,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungleWet,108,Moss,0,0,2,0,0,0,0,3,3,0,2,2,3,4,57.9,CH,1.9
Mos3-Air,1,1,30,7,2,12,3,,sky/day_clouds_02_blue,roadMoss,pipeAsphalt,,0,1,32.7,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungle,120,Moss,1,0,1,0,1,0,0,2,0,0,1,1,1,3,35.4,"Wuzzy,rubberduck",2.1
Mos4-MossyMntn,1,1,65,23,2,15,0,,sky/overcast_02_green,roadMoss;roadStone,pipeAsphalt,,0,1,30.4,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadGravel,135,Moss,2,0,0,1,0,0,0,1,1,0,1,3,2,3,82.0,rubberduck,2.2
Mos5-Factory,1,1,218,50,2,46,7,,sky/foggy_01_green,roadMoss;roadStone;roadNgravel;roadJDarkD,pipeGlassCyan;pipeGlassGreen;pipeGlass;pipeAsphalt,road_wall_Jungle,1,1,83.7,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadGravel,153,Moss,2,3,2,1,3,2,3,5,4,0,3,5,6,5,230.0,CH,2.4
Mos6-TaraMosses,1,1,407,80,2,44,2,Mos2-Mouse,sky/cloudy_03_grey,roadMossWet;roadNgravelWet;roadAsphalt;roadMudWet,pipeGlassCyan;pipeAsphalt;pipeMetalBlue;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,1,1,92.6,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungleWet;roadGravel;Asphalt,206,Moss,0,4,1,1,2,0,3,2,3,0,3,10,4,5,460.0,"EP,CryHam",2.7
Mos7-Winding,1,1,83,24,1,0,1,Des13-Winding,sky/cloudy_02_toxic,roadMoss;roadStone;roadNgravel;roadJDarkD,pipeGlassCyan;pipeGlassGreen;pipeGlass;pipeAsphalt;pipe_wall_Yellow,road_wall_Alien;pipe_wall_Yellow,1,1,48.0,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadDesert,133,Moss,0,3,2,0,0,0,2,1,2,0,2,4,2,3,106.0,"rubberduck,Wuzzy",2.2
Mos8-MogFoss,1,3,591,215,2,143,2,Mos2-Mouse,sky/sunset_04_yellow,roadMoss;roadMoss2;roadNgravel;roadJDark;River_sunset_cyan;roadInvisibleDesert,pipeGlassCyan;pipeGlassGreen;pipeGlassYellow;pipeMetalBlue;pipe_wall_JDark;pipeGlass,road_wall_JDark;pipe_wall_JDark,1,1,149.7,stunt,1,1,1,1,1,GrassJungle;Rocks;DesertMud;Default;roadDesert;roadJungle;roadGravel,227,Moss,1,2,4,2,2,1,1,1,3,1,1,21,3,5,740.0,rubberduck,2.8
Mrs1-Mars,1,1,106,28,2,2,0,W13-MtFog,sky/space_nebula_02_red,roadAdesert;roadSandDark;roadSandShore,pipeAsphaltRed;pipeGlassRed;pipe_wall_Red,road_wall_Red;pipe_wall_Red,1,1,61.6,sci-fi,1,1,1,1,1,DesertFast;Rocks;Default;roadAdesert;roadJungle;roadForest,125,Mars,0,1,0,0,3,1,0,3,2,0,1,5,3,5,124.5,"CryHam,rubberduck",2.1
Mrs2-Red,1,1,111,32,2,32,0,W13-MtFog,sky/dusk_stormy_02_red,roadAdesert;roadDesert;roadSandSet,pipeGlassOrange;pipeGlassYellow;pipeGlass;pipeGlassWhiteV,road_wall_Red,1,1,65.5,sci-fi,1,1,1,1,1,DesertFast;Rocks;Default;roadAdesert;roadJungle;roadForest,129,Mars,0,0,1,3,0,0,2,3,3,0,2,2,3,2,120.0,rubberduck,2.2
Mrs3-Hot,1,1,41,9,2,0,0,Aus5-TopTwist,sky/dusk_stormy_02_red,roadAdesert;roadSandDark;roadSandShore,pipeGlassOrange,road_wall_Red,1,1,52.3,sci-fi,1,1,1,1,1,DesertFast;Rocks;Default;roadAdesert;roadGravel;roadForest,143,Mars,0,0,0,2,0,0,1,1,1,0,0,1,2,3,41.0,rubberduck,2.2
Mrs4-Platforms,1,1,190,54,2,1,0,,sky/dawn_01_red,roadAdesert;roadDesertOrn;roadAdesertDark;roadAsphalt,pipeGlassYellow;pipeGlassOrange;pipeGlassRed;pipeGlassAlien,road_wall_Red,1,1,68.6,sci-fi,1,1,1,1,1,DesertFast;Rocks;Default;roadAdesert;roadDesert;Asphalt,174,Mars,0,0,0,1,4,0,3,2,2,0,1,8,4,3,230.0,"CryHam,rubberduck",2.5
Mud2-Bumps,1,1,19,16,2,0,0,,sky/dusk_stormy_01_brown,roadMudWet,pipeGlass,road_wall_Red,0,1,26.1,stunt,1,1,1,1,1,DesertFast;GrassJungleWet;Rocks;Default;roadGravel;roadDesert,51,Mud,0,0,0,4,1,0,0,0,1,0,1,2,3,2,57.6,"scrawl,CryHam",1.2
Mud3-Mudlake,1,1,54,15,2,0,1,,sky/dusk_stormy_02_brown,roadMud;roadSavannah,pipeGlassYellow;pipeGlassGreen,road_wall_Jungle,1,1,42.8,stunt,1,1,1,1,1,DesertFast;GrassJungleWet;Rocks;Default;roadGravel,131,Mud,0,0,3,2,0,0,2,2,1,0,1,2,2,3,77.0,"rubberduck,CryHam",2.2
Mud4-Taiga,1,1,153,61,1,16,5,Mud2-Bumps,sky/cloudy_03_grey,roadMud;roadAsphalt;roadNdirt,pipeGlass;pipeGlassBlue,road_wall_Jungle,1,1,75.8,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadForestWet;AsphaltWet;roadGravel,167,Mud,2,0,1,2,1,0,1,1,1,0,1,14,3,3,390.0,"Calinou,CryHam",2.5
Mud5-Mudflats,1,1,185,53,2,43,2,Mud3-Mudlake,sky/foggy_01,roadMudWet;roadJungleWet;roadNdirtWet;roadSandDark,pipeGlassYellow;pipeGlassRed;pipeGlassAlien,road_wall_Jungle,1,1,72.5,stunt,1,1,1,1,1,GrassJungleWet;GrassForest;GrassJungle;Default;roadGravel;roadForest,181,Mud,3,0,4,2,0,0,1,3,4,0,2,5,4,3,300.0,rubberduck,2.6
Mud6-Weiriwasso,1,2,577,108,2,141,5,,sky/cloudy_03_grey,roadMud;roadNdirt;roadStone;roadAsphalt;River_blue,pipeGlassBlue;pipe_wall_Jungle;pipeGlass,pipe_wall_Jungle,1,1,122.2,stunt,1,1,1,1,1,Rocks;GrassJungle;DesertFast;Default;roadDesert;roadForest;Asphalt,232,Mud,1,1,2,1,4,0,1,2,3,0,2,16,4,6,631.0,"EP,CryHam",2.8
Oth1-FogCity,1,1,92,26,2,94,0,V8-Uncertain,sky/sunset_06,roadAsphalt,pipeGlass,,0,1,44.4,stunt,1,1,1,1,1,Asphalt;GrassForest;DesertMud;Rocks;Default,158,Asphalt,0,1,0,0,1,0,0,3,3,0,3,2,3,2,80.0,Wuzzy,2.5
Oth2-BlackWinter,1,1,120,46,2,3,0,Atm2-RedOakPark,sky/day_clouds_05_bright,roadAsphalt;roadDesertBlack,pipeAsphalt,,1,1,56.1,stunt,1,1,1,1,1,Default;DesertFast;DesertBumpy;SnowDeep;Asphalt;roadDesert,184,Other,1,1,0,0,1,0,0,4,3,0,2,4,3,2,141.0,"EP,CryHam",2.7
Sav10-PipeCurl,1,1,87,18,2,0,0,,sky/cloudy_04_blue,roadSavannah,pipeGlassGreen;pipeGlass;pipeGlassCyan;pipeGlassYellow;pipe_wall_Jungle,pipe_wall_Jungle,1,1,42.5,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel;roadDesert,47,Savanna,0,0,0,0,0,0,3,0,2,0,0,3,3,2,61.5,CH,1.1
Sav13-Hole,1,1,156,20,2,0,1,TestC4-ow,sky/day_clouds_06_bright,roadSavannah;roadJungle;roadSandDark;roadGDesert,pipeGlass,,0,1,41.4,stunt,1,1,1,1,1,GrassJungle;GrassForest;Rocks;Default;roadGravel;roadJungle;roadForest,70,Savanna,0,0,1,0,0,0,0,5,3,0,0,3,4,2,92.1,CH,1.4
Sav14-Refinery,1,1,290,57,2,15,5,,sky/dusk_stormy_01_brown,roadSavannah;roadSnow,pipeGlassYellow;pipeGlassCyan;pipeGlassOrange;pipeGlassWhiteV;pipe_wall_Jungle,road_wall_Red;pipe_wall_Jungle,1,1,81.1,stunt,1,1,1,1,1,Rocks;GrassForest;SnowMedium;GrassJungleWet;Default;roadGravel,97,SavannaDry,0,1,0,1,2,5,3,4,3,0,3,5,6,5,216.0,"CryHam,rubberduck",1.7
Sav15-Scorpio,1,1,164,46,2,0,0,,sky/cloudy_04_blue,roadSavannah;roadStone,pipeGlassYellow;pipeGlass,,1,1,53.3,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,127,SavannaDry,0,0,0,0,3,4,0,3,2,0,2,4,5,4,125.0,CH,2.2
Sav16-StuykoStunting,1,1,228,53,2,19,0,Sav8-SlowFrenzy,sky/cloudy_04_blue,roadSavannah;roadJungle;roadMud;roadSand,pipeGlassBlueD;pipeGlass,,1,1,65.4,stunt,1,1,1,1,1,GrassJungle;GrassForest;DesertBumpy;Default;roadGravel;roadForest,231,Savanna,4,1,0,1,3,3,2,3,3,0,3,6,5,4,210.0,"EP,CryHam",2.8
Sav2-Frenzy,1,1,131,44,2,3,5,TestC4-ow,sky/day_clouds_04_blue,roadSavannah,pipeGlass,,0,1,59.1,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel;roadJungle;roadForest,4,Savanna,0,0,2,1,1,0,0,2,3,0,1,6,3,2,193.1,CH,0.3
Sav3-Loops,1,1,118,26,2,0,0,,sky/day_clouds_09,roadSavannah;roadNdirt;roadNgravel,pipeGlass,,0,1,33.0,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,5,Savanna,0,0,0,0,0,4,0,1,2,0,3,2,5,3,72.1,CH,0.4
Sav4-Hills,1,1,147,45,2,14,0,,sky/day_clouds_04_blue,roadSavannah;roadSandShore,pipeGlass,,0,1,41.2,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,10,Savanna,0,0,0,1,2,0,0,2,2,0,3,6,3,4,168.2,CH,0.6
Sav5-LoopBasic,1,1,138,36,2,0,0,,sky/day_clouds_04_blue,roadSavannah,pipeAsphalt;pipeGlass,,1,1,49.0,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,22,SavannaDry,0,0,0,0,0,3,1,2,0,0,2,2,4,3,61.0,CH,0.9
Sav6-PipeCrazy,1,1,58,11,2,8,0,X3-Cloud,sky/cloudy_04_white,roadSavannah,pipeGlassCyan;pipeGlass;wallP_metal_06_plates,wallP_metal_06_plates,1,1,44.5,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel;roadJungle;roadDesert,28,SavannaDry,1,0,0,0,0,2,4,0,3,0,1,1,4,3,31.8,CH,0.9
Sav7-HighMadness,1,2,186,38,2,1,3,Uni6-Wild,sky/day_clear_01,roadSavannah;roadNgravel;roadNdirt;roadJungle;River_blue,pipeAsphalt;pipeGlass,,0,1,54.3,stunt,1,1,1,1,1,GrassJungle;GrassForest;Rocks;Default;roadDesert;roadGravel;roadForest,29,Savanna,0,0,0,1,0,1,0,3,1,0,3,2,4,4,99.3,CH,0.9
Sav8-SlowFrenzy,1,1,132,33,2,40,2,Uni6-Wild,sky/day_clouds_08,roadSavannah,pipeAsphalt;pipeGlass,,0,1,50.1,stunt,1,1,1,1,1,GrassJungle;GrassForest;Rocks;Default;roadGravel;roadForest,30,Savanna,2,0,2,2,1,0,0,0,3,0,2,3,4,2,112.1,CH,0.9
Sav9-Short,1,1,29,9,2,0,0,X3-Cloud,sky/sky_clear_01_bright,roadSavannah,pipeAsphalt;pipeGlass,,1,1,40.2,stunt,1,1,1,1,1,GrassForest;Default;roadGravel;roadJungle;roadDesert,36,Savanna,0,0,0,1,0,0,1,1,1,0,2,1,2,2,36.1,CH,1.0
Spc1-Minerals,1,1,94,29,1,77,0,W13-MtFog,sky/space_nebula_03_uni,roadAsphalt;roadMetal2;roadCrystal;roadAsphaltSpaceBlue,pipeAsphalt;pipeGlassCyan,wall_space_diam,0,1,51.4,sci-fi,1,1,1,1,1,Metal;Asphalt;roadDesert,166,Space,0,0,0,1,1,0,0,1,2,0,1,4,2,5,136.0,CH,2.5
Spc2-SpaceMine,1,1,228,46,1,192,0,Spc1-Minerals2,sky/space_nebula_01_blue,roadAsphaltSpace;roadMetal1;roadMetal2;roadAsphaltSpaceBlue,pipeGlassWhiteB;pipeGlassCyan;pipeGlassAlien;pipeGlassAlienBlue,,1,1,83.8,sci-fi,1,1,1,1,1,Metal;Asphalt,178,Space,1,1,0,0,0,0,3,2,2,0,2,8,3,5,260.0,rubberduck,2.6
Spc3-HyperLoops,1,1,625,139,1,68,1,Spc1-Minerals2,sky/space_nebula_01_blue,pipeAsphaltSpaceBlue;pipeAsphaltSpace;pipeGlassCyan;wall_space_grayblue,pipeGlassWhiteB;pipeGlassCyan;pipeAsphaltSpaceBlue;pipeGlassAlienBlue;wallP_metal_08_hex,wall_metal_08_hex;wallP_metal_08_hex,1,1,126.6,sci-fi,1,1,1,1,1,Metal;roadDesert,226,Space,0,4,2,1,3,6,4,5,3,0,2,24,7,6,900.0,rubberduck,2.8
Spc4-Crossing,1,3,157,43,1,240,0,Spc1-Minerals,sky/space_nebula_04_aln,wallP_metal_4a_box;wallP_space_gray;roadCrystal;pipeGlassCrystal2Green;wall_metal_03_green,pipeGlassCrystal2Cyan;pipeGlassAlienGreen;pipeGlass,wall_space_diam;road_wall_crystal_cyan;road_wall_Alien,1,1,84.5,sci-fi,1,1,1,1,1,Metal;roadDesert,245,Space,1,0,0,0,0,0,1,2,3,0,3,3,3,5,122.0,CH,3.3
Spr1-Rise,1,1,119,34,3,6,1,,sky/sunset_01,roadSpring;roadSpring2;roadMoss2;roadSandMagicCyan,pipeAsphalt,pipe_wall_spring,0,1,44.3,stunt,1,1,1,1,1,GrassJungle;GrassForest;DesertBumpy;Rocks;Default;roadForest;roadJungle;roadGravel,235,Spring,0,0,1,1,3,0,0,1,3,0,2,4,2,4,144.0,rubberduck,2.8
Stn1-StoneQuarry,1,1,116,33,2,9,0,W13-MtFog,sky/day_clouds_02_blue,roadNgravel;roadNdirt;roadAsphalt;roadStone,pipeAsphalt;pipeGlassCyan,,0,1,40.6,stunt,1,1,1,1,1,DesertBumpy;DesertRocks;Rocks;DesertFast;Default;roadGravel;roadJungle;roadForest,165,Stone,1,0,0,1,0,0,0,1,2,0,0,3,2,3,109.0,CH,2.5
Stn2-UltraFrenzy,1,1,759,183,1,191,1,W13-MtFog,sky/overcast_01_grey,roadNgravel;roadNdirt;grate_02;roadAlienStone,grate_03;pipeGlassCyan;pipeGlassGreen;pipeGlassCrystal2Green;wallP_space_metal,road_wall_Black;wallP_space_metal,1,1,146.9,stunt,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadGravel;roadJungle;roadForest,236,Stone,2,3,3,1,3,4,3,5,5,0,3,16,7,5,911.0,rubberduck,2.8
Sur1-Surreal,1,2,150,44,2,128,3,V8-Uncertain,sky/dusk_stormy_01_sur,roadDesertOrn;roadCrystal;roadMud;roadSavannah;River_Green_slime,pipeGlassCyan;pipeGlassYellow;pipeGlassWhiteV;wallP_metal_29_inst;pipeGlass,wall_metal_212_paint;wallP_metal_29_inst,1,1,78.1,stunt,1,1,1,1,1,DesertBumpy;GrassJungle;DesertFast;DesertMud;Default;roadDesert;roadGravel;DesertRocks;Rocks,159,Surreal,2,2,1,2,0,0,2,1,2,0,1,5,3,6,166.0,"Wuzzy,CryHam,rubberduck",2.5
Sur2-GreenStar,1,1,62,13,2,13,0,X3-Cloud,sky/space_nebula_04_aln,roadSandSet;roadMoss;roadJDark;roadDesertOrn,pipeAsphalt;pipeGlassAlienGreen;pipeMetalBlue;pipe_wall_Jungle,pipe_wall_Jungle,1,1,45.7,sci-fi,1,1,1,1,1,DesertFast;Rocks;SnowDeep;Default;roadGravel;roadJungle;roadDesert,177,SurrealSpace,2,0,0,1,3,0,2,5,2,0,0,4,4,5,110.0,rubberduck,2.5
Sur3-Chaotic,1,1,62,15,2,81,1,Aus5-TopTwist,sky/anomaly_03,roadFunny;roadAlien;roadCrystal;roadMoss,pipeGlassAlienBlue;pipeGlassAlienLime;pipeGlassAlienGreen,wall_metal_4a_box,1,1,55.0,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadJungle;roadDesert,180,Surreal,1,2,1,0,1,0,2,2,2,0,2,2,3,3,104.0,rubberduck,2.6
Sur4-BlueWinter,1,2,135,39,2,12,7,,sky/cloudy_04_white,roadCrystal;roadNgravel,pipeGlassWhiteB;pipeAsphalt;pipeGlassBlue;pipe_wall_crystal;pipeGlass;grate_05,road_wall_crystal;pipe_wall_crystal;grate_05,1,1,73.1,sci-fi,1,1,1,1,1,SnowDeep;SnowMedium;Rocks;Default;AsphaltWet,186,SurrealSpace,0,0,2,2,0,0,2,3,2,0,1,6,4,4,241.0,"EP,CryHam",2.7
Sur5-FreshBreeze,1,1,197,70,2,74,7,Grc2-Coast,sky/dusk_stormy_01_sur,roadMoss;roadJDark;roadSnowGrn;roadCrystal,pipeGlassGreen;pipeGlassAlienBlue;pipeGlassWhiteV;pipeGlassAlien;pipe_wall_Alien,road_wall_Alien;pipe_wall_Alien,1,1,95.6,sci-fi,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;roadJungleWet;roadJungle;roadForestWet;roadAdesert,190,SurrealSpace,0,2,3,3,1,0,2,2,3,0,0,8,3,6,360.0,"CryHam,EP",2.7
Sur6-AkkaPadre,1,1,547,112,2,31,7,EXP220422,sky/space_nebula_01,roadSandDark;roadNgravel;roadStone;roadAdesertDark,pipeGlassWhiteV;pipeGlassYellow;pipeGlassBlue;pipeGlass;pipe_wall_Yellow,wall_space_metal;pipe_wall_Yellow,1,1,123.5,sci-fi,1,1,1,1,1,Rocks;DesertBumpy;Default;roadGravel;roadAdesert,203,SurrealSpace,0,0,2,1,3,3,2,2,3,0,1,12,5,6,520.0,"EP,CryHam",2.7
Sur7-UaraHills,1,1,79,19,2,13,1,Grc8-SlopeCity,sky/dawn_01_orange,roadSandShore;roadAlien;roadSandMagic,pipeGlassAlienLime;pipe_wall_Orange,wall_space_metal;pipe_wall_Orange,0,1,39.4,sci-fi,1,1,1,1,1,DesertBumpy;GrassJungle;Rocks;Default;roadGravel;roadJungle,205,SurrealSpace,0,0,1,1,2,0,0,1,2,0,0,4,2,3,103.0,"EP,rubberduck,CryHam",2.7
